ID,PID,WAVE_w1,SURVEY1_w1,S_GENDER_w1,S_AGE_w1,S_AREA1_w1,par_age_1_w1,par_age_2_w1,par_edu_1_w1,par_edu_2_w1,par_job_a1_w1,par_job_b1_w1,par_nat_1_w1,par_nat_2_w1,family_a01_w1,household_w1,income_01_w1,income_02_w1,income_03_w1,par_foreigner_01_w1,fa_korean_ab_a01_w1,fa_korean_ab_a02_w1,fa_korean_ab_a03_w1,fa_korean_ab_a04_w1,mo_korean_ab_b01_w1,mo_korean_ab_b02_w1,mo_korean_ab_b03_w1,mo_korean_ab_b04_w1,communication_a01_w1,communication_b01_w1,korean_ab_a01_w1,korean_ab_a02_w1,korean_ab_a03_w1,korean_ab_a04_w1,fore_language_a01_w1,fore_language_b01_w1,fore_language_b02_w1,fore_language_b03_w1,fa_language_ab_a01_w1,fa_language_ab_a02_w1,fa_language_ab_a03_w1,fa_language_ab_a04_w1,mo_language_ab_b01_w1,mo_language_ab_b02_w1,mo_language_ab_b03_w1,mo_language_ab_b04_w1,national_awar_01_w1,visit_par_country_01_w1,visit_par_country_02_w1,visit_par_country_03_w1,visit_ko_country_01_w1,inter_par_country_01_w1,s_accul_str_01_w1,s_accul_str_02_w1,s_accul_str_03_w1,s_accul_str_04_w1,s_accul_str_05_w1,s_accul_str_06_w1,s_accul_str_07_w1,s_accul_str_08_w1,s_accul_str_09_w1,s_accul_str_10_w1,s_national_iden_01_w1,s_national_iden_02_w1,s_national_iden_03_w1,s_national_iden_04_w1,biticul_acc_01_w1,biticul_acc_02_w1,biticul_acc_03_w1,biticul_acc_04_w1,biticul_acc_05_w1,biticul_acc_06_w1,biticul_acc_07_w1,biticul_acc_08_w1,biticul_acc_09_w1,biticul_acc_10_w1,health_01_w1,body_satis01_w1,body_satis02_w1,body_satis03_w1,body_satis04_w1,body_satis05_w1,body_satis06_w1,s_esteem_a01_w1,s_esteem_a02_w1,s_esteem_a03_w1,s_esteem_a04_w1,s_resil_01_w1,s_resil_02_w1,s_resil_03_w1,s_resil_04_w1,s_resil_05_w1,s_resil_06_w1,s_resil_07_w1,s_resil_08_w1,s_resil_09_w1,s_resil_10_w1,s_resil_11_w1,s_resil_12_w1,s_resil_13_w1,s_resil_14_w1,life_satis_01_w1,life_satis_02_w1,life_satis_03_w1,score_01_w1,score_02_w1,score_03_w1,score_04_w1,score_05_w1,satis_score_01_w1,achiev_01_w1,achiev_02_w1,achiev_03_w1,achiev_04_w1,achiev_05_w1,achiev_06_w1,achiev_07_w1,edu_plan_01_w1,consider_job_a01_w1,fa_support_01_w1,fa_support_02_w1,fa_support_03_w1,fa_support_04_w1,fa_support_05_w1,fa_support_06_w1,fa_support_07_w1,pr_father_01_w1,pr_mother_01_w1,diff_father_01_w1,diff_mother_01_w1,parenting_a01_w1,parenting_a02_w1,parenting_a03_w1,parenting_b01_w1,parenting_b02_w1,parenting_b03_w1,parenting_b04_w1,parenting_b05_w1,n_friends_01_w1,fr_sup_01_w1,fr_sup_02_w1,fr_sup_03_w1,fr_sup_04_w1,fr_sup_05_w1,fr_sup_06_w1,fr_sup_07_w1,fr_rela_a01_w1,fr_rela_a02_w1,fr_rela_a03_w1,fr_rela_a04_w1,fr_rela_a05_w1,bullying_01_w1,bullying_02_w1,bullying_03_w1,bullying_04_w1,bullying_05_w1,bullying_06_w1,diff_school_a01_w1,diff_school_a02_w1,diff_school_a03_w1,diff_study_01_w1,learning_a01_w1,learning_a02_w1,learning_a03_w1,learning_a04_w1,learning_a05_w1,te_sup_01_w1,te_sup_02_w1,te_sup_03_w1,te_sup_04_w1,te_sup_05_w1,te_sup_06_w1,te_rela_a01_w1,te_rela_a02_w1,te_rela_a03_w1,te_rela_a04_w1,te_rela_a05_w1,help_in_sc_01_w1,help_in_sc_02_1_w1,help_in_sc_02_2_w1,help_community_01_w1,help_community_02_1_w1,help_community_02_2_w1,community_01_w1,community_02_w1,community_03_w1,community_04_w1,community_05_w1,community_06_w1
1187,105394,1,1,1,10,5,41,52,2,1,2,6,3,1,1,6,230,1,3,2, , , , ,4,3,3,3,1,1,3,3,3,3,1,1, , , , , , ,2,2,2,2,1,2, , ,1,4,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,1,3,4,1,3,4,2,3,2,4,3,3,3,3,3,3,2,3,3,3,2,3,4,3,4,3,5,4,3,4,1,3,3,3,2,3,3,3,4,1,3,3,3,3,3,3,3,3,4, ,1,4,3,3,1,2,2,1,1,5,4,4,4,4,3,4,4,3,2,3,2,2,1,1,1,1,1,1,11, , ,7,3,3,3,3,2,4,4,3,4,3,3,3,3,3,3,2,2, , ,2, , ,3,3,1,3,3,3
1188,105400,1,1,1,9,5,37,42,1,1,11,12,3,1,1,5,120,1,2,2, , , , ,4,4,4,4,1,1,4,4,4,4,1,1, , , , , , ,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,2,2,3,4,2,4,2,2,3,1,3,3,2,3,3,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,4,4,3,4,4,4,4,1,4,4,4,4,4,4,4,5,5, ,10,3,3,3,2,2,3,2,1,5,4,3,3,4,3,4,4,3,3,3,3,3,1,1,1,1,1,1,11, , ,7,3,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,2, , ,2, , ,2,3,2,3,3,3
1189,105405,1,1,1,10,5,43,45,2,2,11,8,6,1,1,4,170,1,2,2, , , , ,3,3,2,4,1,1,3,2,3,3,2, , , , , , , ,4,4,4,4,1,1,2,2,2,3,4,1,1,1,1,1,3,1,1,2,1,3,1,2,3,2,3,3,3,3,2,3,3,3,2,2,2,1,3,3,1,3,3,1,3,3,3,3,3,3,2,3,3,2,3,3,3,3,3,3,3,4,4,3,3,3,3,1,3,3,3,2,3,3,3,3,3,3,3,2,2,3,4,3,5,5, ,10,4,2,3,2,2,2,3,2,3,4,3,3,5,5,4,4,4,3,3,2,2,1,1,1,1,1,1,11, , ,4,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,2, , ,2, , ,3,3,3,2,3,3
1190,105408,1,1,1,10,5,39,46,1,1,11,7,6,1,1,4,100,1,2,2, , , , ,3,3,3,3,1,1,4,4,4,4,2, , , , , , , ,1,1,1,1,1,1,2,2,2,3,2,2,1,1,1,2,2,2,2,3,2,2,2,2,3,2,2,3,4,2,4,2,2,2,2,2,2,2,2,3,1,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,4,4,2,2,2,2,3,3,2,2,3,3,3,7,3,3,3,2,3,3,3,5,5, ,10,3,3,3,2,2,2,1,1,5,5,5,3,5,3,5,5,4,2,3,1,3,1,1,1,1,1,1,11, , ,7,2,2,3,3,1,3,2,3,3,3,3,3,3,2,2,2,2, , ,2, , ,2,3,2,3,2,3
1191,105414,1,1,1,10,5,24,44,1,2,11,7,4,1,1,6,400,1,3,2, , , , ,3,3,3,3,1,1,4,4,4,4,1,1,3, , , , , ,3,2,2,3,3,2, , ,1,5,3,1,1,1,1,1,1,1,1,1,2,2,3,3,4,3,3,3,3,3,3,3,3,3,2,3,2,2,3,3,1,3,3,2,3,4,4,4,4,4,3,4,4,3,3,3,3,3,3,4,3,4,3,3,4,2,4,2,2,3,3,3,3,3,3,4,5,4,4,4,4,3,3,4,5,5, ,10,3,3,2,2,1,1,1,1,29,5,5,5,5,5,5,5,4,4,4,1,3,1,1,1,1,1,1,11, , ,7,4,4,3,3,1,4,4,4,4,4,4,4,4,4,4,4,2, , ,1,1, ,3,3,2,3,3,3
1192,105419,1,1,1,10,5,42,50,4,2,2,1,3,1,1,4,200,1,3,2, , , , ,3,3,3,3,1,1,3,3,3,3,1,1,2,5, , , , ,3,3,3,3,1,1,1,3,1,3,2,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,4,1,3,1,2,3,2,2,2,2,2,3,1,2,2,2,3,3,3,3,3,3,3,2,3,2,2,2,2,3,3,3,2,2,4,3,4,3,4,2,2,3,2,2,2,3,2,4,4,2,2,2,2,2,2,2,3,3, ,10,3,2,3,3,2,3,3,2,2,3,3,3,3,3,3,3,3,3,3,2,2,1,1,1,1,1,1,11, , ,7,3,2,2,3,3,3,3,2,2,2,2,2,2,2,3,3,2, , ,2, , ,3,2,2,3,3,2
1193,105424,1,1,1,10,5,46,47,2,2,11,9,6,1,1,6,200,1,2,2, , , , ,3,4,4,4,2,1,4,4,4,4,2, , , , , , , ,2,1,1,2,1,1,2,2,1,5,2,1,1,1,1,1,1,1,1,4,3,3,3,1,3,4,4,4,3,3,3,2,4,4,1,1,4,1,4,4,1,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,5,4,4,1,3,4,3,3,3,3,4,4,1,4,4,4,4,4,4,4,5,5, ,10,4,4,4,1,1,1,1,1,30,5,5,5,5,5,5,5,4,3,4,1,4,1,1,1,1,1,1,11, , ,7,3,3,4,4,1,4,5,5,5,5,5,4,4,4,4,4,1,7, ,2, , ,3,3,1,4,4,4
1194,105428,1,1,2,11,5,34,42,2,2,11,6,3,1,1,4,150,1,2,2, , , , ,3,3,3,4,1,1,3,3,3,3,2, , , , , , , ,2,2,2,2,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2,2,2,2,3,1,1,3,3,1,4,1,2,2,2,2,2,2,2,3,2,1,3,2,2,2,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,1,1,1,1,1,1,1,4,1,3,2,2,2,2,3,3,3,3, ,10,2,2,3,2,2,2,1,1,1,3,2,2,2,2,3,3,3,3,3,2,2,3,4,4,1,1,1,4,6,8,5,3,3,3,3,3,2,2,1,5,3,3,3,3,3,1,1,2, , ,2, , ,3,3,1,2,3,3
1195,105432,1,1,2,10,5,42,46,1,2,4,1,3,1,1,4,300,1,3,2, , , , ,3,3,3,3,1,1,4,4,4,4,1,1,2, , , , , ,2,2,2,2,1,1,2,2,1,3,1,1,1,1,1,1,1,1,1,1,3,3,3,3,4,3,4,4,4,2,4,2,3,3,1,3,3,1,3,3,1,4,4,3,3,4,3,4,3,4,4,4,4,4,3,3,4,3,4,4,4,4,5,5,4,3,4,1,3,2,3,3,3,3,3,4,2,3,3,3,3,4,4,3,5,5, ,10,4,4,2,2,1,1,1,1,10,5,5,5,5,5,5,5,4,3,3,1,3,1,1,1,1,1,1,11, , ,7,4,4,4,3,1,5,5,5,5,5,5,4,4,4,4,4,2, , ,1,1, ,4,4,1,4,4,4
1196,105437,1,1,1,10,5,36,50,1,1,11,6,3,1,1,6,100,1,1,2, , , , ,4,4,4,4,1,1,3,2,3,3,2, , , , , , , ,2,2,2,3,1,2, , ,2,4,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,3,1,1,3,1,1,1,1,3,1,1,1,1,1,2,2,2,3,2,1,2,2,2,2,3,2,2,2,2,3,2,2,1,2,3,2,3,3,3,3,3,3,3,1,1,2,1,1,2,2,2,1,2,2,3,2,2,3,3,3,4, ,1,2,3,2,3,2,3,3,1,4,4,3,3,3,3,2,3,3,2,2,3,3,2,4,1,1,2,2,11, , ,4,1,1,1,1,3,2,3,3,2,3,3,2,2,2,3,2,2, , ,1,2, ,3,2,3,3,3,3
1197,105442,1,1,2,9,5,35,44,3,3,11,7,6,1,1,6,200,1,2,2, , , , ,3,3,3,3,2,1,4,3,3,3,2, , , , , , , ,2,2,2,2,3,1,2,1,1,3,3,1,1,1,1,1,1,1,1,3,2,2,2,2,3,3,3,3,3,2,3,2,2,3,1,2,2,2,3,3,1,3,3,2,2,2,3,3,3,3,2,3,3,2,3,2,2,3,3,3,3,3,4,3,3,2,3,2,3,3,3,2,2,3,3,4,1,2,3,3,3,3,4,3,3,4, ,10,4,4,4,1,1,1,2,1,5,3,4,4,4,3,3,4,3,2,3,2,2,1,1,1,1,1,1,11, , ,7,2,2,2,3,3,3,5,5,4,5,5,3,3,3,3,3,1,1, ,1,2, ,2,3,2,3,3,3
1198,105448,1,1,2,10,5,42,46,2,2,5,11,5,1,1,4,80,2,1,2, , , , ,4,4,4,4,1,1,4,4,4,4,2, , , , , , , ,2,1,1,2,1,1,2,4,2,3,3,1,1,1,1,1,1,1,1,4,4,4,3,4,4,3,4,4,4,1,4,1,1,4,1,3,3,3,3,3,1,4,4,4,4,3,4,4,3,4,3,4,4,3,4,3,3,3,4,4,4,4,5,5,3,4,5,1,4,3,3,4,4,4,4,4,3,4,4,4,4,4,4,4,5,5, ,10,4,4,4,1,1,1,1,1,20,5,5,5,5,5,5,5,4,3,4,1,4,1,1,1,1,1,1,11, , ,7,4,3,3,4,1,5,5,5,5,5,5,4,4,4,4,4,2, , ,2, , ,4,4,1,4,4,4
1199,105454,1,1,1,10,5,43,53,3,1,4,9,6,1,1,6,100,2,2,2, , , , ,4,4,4,4,1,1,4,4,4,4,1,1,5, , , , , ,4,4,4,4,1,1,2,6,2,3,3,1,1,1,1,1,1,1,1,2,3,3,3,4,4,3,4,4,4,2,3,3,4,4,1,2,3,1,1,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,5,1,2,3,3,2,2,3,3,4,1,3,4,3,4,4,4,4,5,5, ,10,4,4,4,1,3,1,1,1,30,5,5,5,5,5,5,5,4,4,4,1,4,1,1,1,1,1,1,11, , ,7,3,3,3,3,3,5,5,5,5,5,5,4,4,4,4,3,1,1, ,1,2, ,4,4,1,4,4,4
1200,105459,1,1,2,10,5,44,47,2,2,6,6,6,1,1,6,100,1,2,2, , , , ,3,3,3,3,1,1,4,3,4,3,1,5, , , , , , ,3,3,2,3,1,1,2,1,2,4,1,1,1,1,1,1,1,1,1,4,3,2,4,4,3,2,4,4,4,2,4,2,3,3,2,1,2,1,2,4,1,4,4,3,3,2,3,4,3,2,3,2,3,3,3,3,3,2,3,4,4,4,5,3,2,4,4,1,2,3,3,2,3,3,3,4,2,4,4,4,4,4,4,4,5,5, ,10,4,4,4,1,1,1,1,1,2,5,5,4,5,4,4,4,4,3,4,1,3,1,1,1,1,1,1,11, , ,7,4,3,3,3,1,5,5,5,5,5,5,3,3,3,4,3,2, , ,1,2, ,4,3,1,4,3,4
1201,105465,1,1,2,10,5,38,46,2,2,6,6,2,1,1,4,150,1,3,2, , , , ,3,3,2,3,1,1,4,4,4,4,2, , , , , , , ,2,2,2,2,1,1,2,1,1,4,1,1,1,1,1,1,1,1,1,4,4,3,3,3,4,3,3,4,4,2,4,1,3,3,2,3,3,1,3,4,1,4,4,4,4,3,3,3,3,3,3,1,2,3,3,3,3,3,3,3,3,4,3,2,4,3,4,1,2,2,2,2,2,2,2,4,2,3,3,3,3,3,3,3,5,5, ,10,4,4,4,1,2,2,2,1,1,4,4,5,5,5,4,5,4,4,4,1,3,1,1,1,1,1,1,11, , ,7,4,4,3,4,3,5,5,5,5,5,5,4,3,4,4,4,2, , ,2, , ,2,4,1,4,4,4
1202,105469,1,1,2,10,5,39,47,2,1,5,6,5,1,1,4,150,2,3,2, , , , ,3,3,3,3,1,1,4,4,4,4,2, , , , , , , ,1,1,1,1,1,1,2,2,1,2,3,1,1,1,1,1,1,1,1,4,3,2,2,4,4,1,4,4,4,1,4,1,2,4,2,3,2,2,2,2,2,3,4,3,3,3,3,3,3,3,3,3,1,2,3,3,3,3,3,3,3,3,4,1,4,3,3,2,3,3,3,3,3,3,3,4,1,3,2,2,2,2,2,2,3,4, ,10,4,4,4,2,3,3,3,2,1,4,4,3,3,3,3,3,4,3,3,3,3,1,1,1,1,1,2,11, , ,7,3,3,3,3,3,5,4,4,4,4,4,4,3,3,3,3,2, , ,1,7, ,3,3,1,3,3,3
1203,105472,1,1,1,10,5,37,48,4,1,11,12,5,1,1,4,100,1,2,2, , , , ,3,2,3,3,2,2,3,3,3,2,2, , , , , , , ,3,2,3,3,2,2, , ,1,2,3,1,1,1,2,1,1,1,1,4,3,2,3,2,3,1,2,4,3,1,2,1,2,4,2,2,2,1,3,2,2,3,3,2,2,2,3,3,2,2,3,2,3,4,2,3,2,3,2,3,2,3,3,4,4,2,2,2,3,3,2,2,3,3,3,3,4,3,2,1,2,2,2,2,2,3, ,2,2,2,2,2,2,3,2,2,25,4,4,3,2,4,3,3,3,3,3,2,2,2,2,2,2,1,2,5,7,8,7,2,3,2,3,3,2,2,1,2,2,2,3,1,2,2,2,2, , ,1,2, ,2,2,2,3,2,3
1204,105476,1,1,2,10,5,38,41,3,2,11,8,3,1,1,4,100,1,3,2, , , , ,4,4,4,4,1,1,4,4,4,4,2, , , , , , , ,1,1,1,2,1,1,2,2,1,4,1,1,1,1,1,1,1,1,1,3,3,3,3,3,4,3,3,4,3,3,4,3,3,4,1,3,3,1,3,3,1,4,4,4,4,3,2,3,3,4,4,3,3,2,4,4,4,2,4,4,3,4,4,4,4,4,3,1,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,4,4, ,10,4,3,2,1,2,2,2,1,10,5,5,5,5,4,5,5,4,3,4,1,4,1,1,1,1,1,1,11, , ,7,3,3,3,3,3,4,3,1,1,1,3,3,2,2,2,1,2, , ,2, , ,4,4,3,4,4,3
1205,105480,1,1,2,10,5,34,42,4,2,2,6,8,1,1,5,400,1,3,2, , , , ,4,3,4,4,2,1,4,4,4,4,1,1,7, , , , , ,2,2,2,2,3,1,2,2,1,4,1,1,1,1,1,1,1,1,1,2,3,3,3,3,3,3,4,3,3,3,3,3,3,3,1,3,4,4,4,3,1,3,4,4,4,3,3,3,3,4,4,4,4,2,3,3,2,3,3,4,4,4,5,4,3,4,4,1,3,3,3,2,3,4,3,4,7,3,3,2,4,3,3,4,5,5, ,10,4,4,4,1,1,1,1,1,8,4,3,4,4,4,4,4,3,3,3,1,3,1,1,1,1,1,1,11, , ,7,3,3,3,4,2,5,5,5,4,5,4,4,4,4,4,4,1,1, ,1,3, ,3,3,1,2,3,3
1206,105485,1,1,1,10,5,39,46,3,1,6,6,5,1,1,6,100,1,2,2, , , , ,3,3,3,3,2,1,4,3,3,4,1,1, , , , , , ,2,1,2,2,1,1,2,1,1,4,1,1,1,1,1,1,1,1,1,2,2,3,2,2,3,2,3,3,3,2,3,2,3,2,2,3,3,1,3,3,1,3,3,3,4,3,3,4,3,4,4,4,4,1,4,3,1,4,4,4,4,4,4,3,4,4,5,1,2,3,3,2,2,4,3,4,5,3,3,3,3,3,3,3,4,4, ,10,4,4,3,3,2,2,3,1,6,5,5,5,5,4,5,4,4,3,4,1,3,1,1,1,1,1,1,11, , ,7,4,4,4,3,3,5,5,4,4,5,4,4,4,4,4,4,1,7, ,2, , ,4,4,1,4,4,4
1207,105492,1,1,1,10,5,37,50,4,1,6,6,5,1,1,7,100,1,4,2, , , , ,3,3,3,3,1,1,4,4,4,4,1,1, , , , , , ,2,3,3,3,1,2, , ,2,3,2,1,2,2,1,2,2,2,2,3,3,3,3,1,3,3,3,3,3,2,3,2,3,3,1,3,3,3,3,3,2,3,3,3,3,3,3,2,3,4,4,4,4,4,2,4,4,4,4,3,4,4,3,3,3,4,3,3,3,3,3,3,3,3,3,4,5,3,3,2,3,2,3,3,5,5, ,10,3,4,4,4,2,2,2,1,5,3,4,3,3,3,3,3,3,3,3,1,3,1,1,1,1,1,1,11, , ,7,3,3,3,2,1,4,5,4,4,4,4,4,4,4,4,4,2, , ,2, , ,3,3,3,3,3,3
1208,105498,1,1,1,10,5,32, ,2, ,2, ,8, ,2,4,100,2,3,2, , , , ,3,3,3,3,2,2,3,3,3,3,1,7, , , , , , ,3,3,3,3,3,2, , ,1,4,1,1,1,1,1,1,1,1,1,3,4,4,4,3,3,3,2,4,4,3,3,3,3,3,2,3,3,1,3,3,1,3,4,1,4,3,3,3,3,3,3,4,3,3,3,3,3,3,3,4,3,4,3,3,3,2,5,1,3,3,3,2,3,3,2,3,5,3,3,3,3,3,3,3,3,5, ,10,4,4,4,3,3,2,3,1,20,5,4,4,4,4,4,4,3,3,3,1,3,1,1,1,1,1,1,11, , ,7,3,3,3,3,2,5,5,5,5,5,5,4,4,4,4,4,2, , ,2, , ,3,3,1,3,3,3
1209,105503,1,1,1,10,5,39,46,4,2,2,9,3,1,1,4,300,1,3,2, , , , ,3,3,3,3,2,1,3,3,3,3,1,2, , , , , , ,3,2,3,4,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,4,3,3,4,4,3,4,4,3,2,3,2,3,4,1,3,3,1,3,4,1,4,4,3,3,3,4,3,4,4,4,1,2,3,3,3,3,4,3,4,3,4,4,2,5,3,4,2,3,3,3,3,3,3,3,4,1,4,4,3,3,3,4,3,5,5, ,10,4,3,3,2,2,1,2,1,4,4,4,4,4,4,4,4,3,2,3,1,3,1,2,1,1,1,1,11, , ,7,3,2,3,3,3,4,3,4,4,4,3,3,3,3,3,3,2, , ,2, , ,3,3,1,4,3,4
1210,105505,1,1,2,10,5,43, ,3, ,2, ,3, ,3,2,120,2,3,2, , , , ,3,3,4,3,2,2,4,3,4,3,1,2, , , , , , ,2,2,3,3,1,1,2,10,1,3,4,1,1,1,1,1,1,1,1,1,3,3,3,3,4,3,3,3,4,3,4,2,4,3,2,3,3,1,3,4,1,3,4,3,4,3,2,4,3,4,3,2,4,3,4,3,3,2,4,4,3,4,4,3,2,2,4,2,3,3,3,3,3,4,3,3,2,4,3,4,4,4,4,4,5,5, ,10,4,4,4,2,2,1,2,1,20,2,3,2,3,3,2,3,3,3,3,2,2,1,1,1,1,1,1,11, , ,4,3,3,3,3,3,3,4,4,4,4,4,3,4,3,3,4,1,1, ,2, , ,2,3,1,3,3,4
1211,105509,1,1,2,10,5,37,48,1,1,11,6,3,1,1,5,100,1,1,2, , , , ,4,4,4,4,1,1,4,2,3,3,2, , , , , , , ,1,1,1,1,1,2, , ,1,3,1,1,1,1,1,1,1,1,1,4,4,3,3,2,4,3,4,3,3,2,4,1,3,4,2,1,1,1,3,3,1,3,3,3,4,2,2,3,3,2,2,1,1,1,2,2,1,1,3,1,1,2,4,1,3,2,4,2,3,4,1,2,2,3,1,4,1,2,2,3,2,2,2,2,2,5, ,2,3,2,2,2,2,2,1,1,8,1,2,2,1,2,3,3,1,4,2,2,1,2,2,2,1,3,1,4,7, ,5,2,2,2,3,3,4,3,3,3,4,4,3,3,4,3,2,2, , ,2, , ,3,3,2,1,1,1
1212,105514,1,1,1,10,5,44,43,2,4,2,3,6,1,1,4,250,1,3,2, , , , ,4,2,3,4,1,1,4,4,4,4,1,1,5, , , , , ,4,3,3,3,1,1,2,3,2,4,2,1,1,1,1,2,1,1,1,3,3,3,3,4,3,3,3,3,3,2,4,3,3,3,4,2,2,1,2,3,1,3,3,3,3,4,3,3,3,3,3,2,3,2,2,3,3,3,3,3,3,3,4,2,3,3,4,3,3,4,3,2,3,3,3,4,2,3,3,3,3,4,4,3,4,4, ,10,4,4,3,3,1,1,1,1,30,4,5,4,4,4,4,3,3,3,3,3,3,1,1,1,1,1,1,11, , ,7,3,2,3,3,3,4,5,4,4,4,4,3,3,3,3,3,1,1, ,2, , ,3,3,1,3,3,3
1213,105517,1,1,1,10,5,46,50,2,2,11,7,6,1,1,5,100,4,2,2, , , , ,3,4,4,3,1,2,3,3,4,3,2, , , , , , , ,1,1,1,2,3,2, , ,2,5,3,1,1,1,1,1,1,1,1,3,3,3,4,3,4,3,4,4,4,3,2,2,3,3,1,2,3,1,3,3,1,4,3,3,4,4,3,4,4,4,4,4,3,3,4,3,2,3,3,4,4,4,5,4,3,5,5,3,2,3,3,3,2,3,3,4,3,4,4,4,4,4,4,3,3,4, ,10,4,4,3,1,1,1,1,1,40,5,5,5,5,4,5,5,4,4,4,1,3,1,1,1,1,1,1,11, , ,7,3,4,4,4,2,5,4,4,3,3,2,4,3,4,4,4,2, , ,2, , ,2,3,1,1,3,3
1214,105522,1,1,2,10,5,34,41,2,2,7,6,5,1,1,3,80,2,2,2, , , , ,3,4,3,3,2,1,3,3,4,3,1,1, , , , , , ,3,2,3,2,1,2, , ,2,4,2,1,1,1,1,1,1,1,1,2,3,3,3,3,2,3,4,4,4,2,3,3,3,3,1,2,2,2,3,3,1,3,3,3,4,3,3,3,3,2,3,2,4,3,3,3,3,3,3,3,4,4,5,5,5,4,5,1,3,3,3,3,3,3,3,4,2,3,4,3,4,3,4,4,4,5, ,10,4,3,3,1,1,1,1,1,11,4,5,5,5,5,5,5,4,3,4,1,3,1,1,1,1,1,1,11, , ,7,3,2,4,3,1,5,5,4,4,4,4,4,4,4,4,4,2, , ,1,3, ,3,3,1,4,3,3
1215,105525,1,1,1,10,5,39,48,1,1,4,9,5,1,1,4,150,1,1,2, , , , ,2,2,2,2,1,1,3,3,2,3,2, , , , , , , ,3,2,2,3,1,2, , ,1,3,1,1,1,1,1,1,1,1,1,3,3,3,2,3,4,4,4,4,2,2,4,2,3,3,2,2,3,1,2,2,1,3,4,3,1,4,4,2,4,4,3,3,2,2,3,2,4,3,4,4,4,4,3,3,5,5,4,1,3,3,2,2,2,3,2,4,3,4,4,4,4,3,3,3,5,5, ,10,4,4,2,1,2,1,1,1,31,5,5,5,5,5,5,5,4,4,4,1,4,1,2,1,1,1,1,11, , ,7,4,3,3,4,1,5,5,5,5,5,5,4,4,4,4,4,2, , ,2, , ,4,4,1,4,4,4
1216,105529,1,1,2,10,5,39,43,2,2,6,6,3,1,1,3,100,1,3,2, , , , ,4,3,3,4,1,1,3,4,4,4,1,1,2,5, , , , ,2,2,1,2,1,1,2,4,1,5,1,1,1,1,1,1,1,1,1,1,4,4,4,1,3,3,4,4,4,2,4,2,4,4,2,3,4,1,4,4,1,4,4,3,4,4,3,4,4,4,4,1,4,1,4,4,4,2,2,4,4,4,4,5,4,4,4,1,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,5,5, ,1,4,4,4,1,4,1,1,1,1,4,5,5,5,5,5,5,3,4,4,1,4,1,1,2,1,1,1,11, , ,7,4,4,4,4,1,5,5,5,5,5,5,4,4,4,4,4,1,2, ,1,2, ,4,4,1,4,4,3
1217,105533,1,1,2,10,5,46,47,3,2,6,6,6,1,1,6,200,1,2,2, , , , ,2,2,3,3,2,1,4,4,3,4,2, , , , , , , ,2,3,2,2,3,1,1,3,2,5,1,1,1,1,1,1,1,1,1,3,3,3,3,2,3,2,3,3,2,3,3,2,3,3,2,3,2,1,3,3,1,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,5,2,3,3,2,2,3,3,2,4,1,3,3,3,2,2,3,3,5,5, ,10,2,2,3,2,1,1,1,1,4,5,5,5,5,5,5,5,4,4,4,1,3,1,1,1,1,1,1,11, , ,7,4,4,4,4,2,5,5,5,5,4,5,3,4,4,4,3,1,2, ,1,7, ,4,4,1,4,4,4
1218,105540,1,1,2,10,5,43,52,2,1,11,7,6,1,1,6,140,1,1,2, , , , ,4,3,3,3,1,1,4,4,4,4,2, , , , , , , ,2,2,1,2,1,1,2,1,2,4,2,1,1,1,1,1,1,1,1,4,4,1,3,1,3,3,4,4,4,3,2,2,4,4,1,3,3,1,3,4,1,3,4,4,4,3,2,3,3,4,3,1,2,3,3,3,2,3,3,4,3,4,4,2,2,3,3,3,2,3,3,3,2,3,3,4,1,3,4,3,3,4,3,3,4,5, ,10,4,3,2,1,2,2,2,1,4,4,4,4,4,4,4,4,4,3,4,2,3,1,1,1,1,1,1,11, , ,5,3,4,3,3,3,5,5,5,5,5,5,4,4,4,4,3,2, , ,2, , ,2,3,2,3,3,3
